Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Zambom, A.Z., Akritas, M.G.","24176306500; 7004286116","Nonpmodelcheck: An R package for nonparametric lack-of-fit testing and variable selection",2017,"Journal of Statistical Software",77,"1", 10,,,,1,10.18637/jss.v077.i10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018390793&partnerID=40&md5=e3648c1b97a4c66b604f7617921193f8",Article,Final,Open Access,Scopus,2-s2.0-85018390793
"Rechenchosky, L., Borges, P.H., Menegassi, V.M., Deprá, P.P., Ronque, E.R.V., Rinaldi, W.","37097843800; 57194695326; 57194699415; 55312638500; 12647575600; 29567481200","What are the implications of controlling anthropometric variables when comparing technical skills and physical fitness in young soccer regional players?",2017,"Journal of Physical Education and Sport",17,"2", 115,758,763,,,10.7752/jpes.2017.02115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021748100&partnerID=40&md5=3c9a243a4208b3fa3d30b9e22ef3b3e1",Article,Final,Open Access,Scopus,2-s2.0-85021748100
"Lin, F., Ren, P., Lo, R.Y., Chapman, B.P., Jacobs, A., Baran, T.M., Porsteinsson, A.P., Foxe, J.J.","55016823700; 57188982803; 55166624900; 8963825200; 57192169588; 37008190200; 6603579985; 7004128491","Insula and Inferior Frontal Gyrus' Activities Protect Memory Performance Against Alzheimer's Disease Pathology in Old Age",2017,"Journal of Alzheimer's Disease",55,"2",,669,678,,9,10.3233/JAD-160715,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84999208588&partnerID=40&md5=0d1ea0c696bbad6b2f8e8de0bbeaf797",Article,Final,,Scopus,2-s2.0-84999208588
"Zhang, T., Huang, Y.-N.","56137668700; 57197866817","Gradient angle-based analysis for spatiotemporal point processes",2017,"Electronic Journal of Statistics",11,"2",,4424,4451,,,10.1214/17-EJS1368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035804524&partnerID=40&md5=7f890e056e4f3a1565f4f47ba7fa8a0d",Article,Final,Open Access,Scopus,2-s2.0-85035804524
"Damorim, I.R., Santos, T.M., Barros, G.W.P., Carvalho, P.R.C.","57194385798; 55062466500; 57194389246; 56849968600","Kinetics of hypotension during 50 sessions of resistance and aerobic training in hypertensive patients: A randomized clinical trial",2017,"Arquivos Brasileiros de Cardiologia",108,"4",,323,330,,1,10.5935/abc.20170029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019835098&partnerID=40&md5=9e932946f25ef7884c0f7a661ebcf572",Article,Final,Open Access,Scopus,2-s2.0-85019835098
"Hakkari, F., Yeloğlu, T., Tüysüz, C., Ilhan, N.","57198513945; 18439074700; 34881063900; 56641010500","Development of an instructional material for an enriched book relating to ""interactions between chemical types"" unit in the ninth grade chemistry curriculum and investigation its effects",2017,"Egitim ve Bilim",42,"192",,327,348,,,10.15390/EB.2017.6690,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85036615786&partnerID=40&md5=ee2f5685afe3cb903cdb92b4a976d2be",Article,Final,Open Access,Scopus,2-s2.0-85036615786
"Juaseekoon, S., Pholprasert, A., Rukspollmuang, C.","57200392083; 57200392965; 55860581200","The effects of the living together through art (LTTA) model on promoting the consciousness of living together between Thai and migrant students",2017,"International Electronic Journal of Elementary Education",10,"2",,301,308,,,10.26822/iejee.2017236125,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041118443&partnerID=40&md5=1c89759b1274c5da69b094846cad0baa",Article,Final,Open Access,Scopus,2-s2.0-85041118443
"Sawilowsky, J., Markman, B.","57194507671; 6603605164","Experiment-wise type I error rates in nested (hierarchical) study designs",2017,"Journal of Modern Applied Statistical Methods",16,"1",,52,68,,,10.22237/jmasm/1493596980,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020468050&partnerID=40&md5=8e74265c70b93f96dcf4217b96673c6a",Article,Final,Open Access,Scopus,2-s2.0-85020468050
"Batcha, H.M., Jan, N.A., Subramani, A.K., Julie, R.L.","57195480425; 55330649000; 57117608100; 57195473028","Exploring the impact of organization culture on employees' work performance using structual equation modeling (SEM) approach",2017,"International Journal of Applied Business and Economic Research",15,"16",,483,493,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028303827&partnerID=40&md5=b29dcd1088396c3cb829d875109b7e48",Article,Final,,Scopus,2-s2.0-85028303827
"Simon, S., Manohar, B.M.","57193268520; 57208076986","Consumer involvement towards ready-to-eat breakfast cereals in India: An application of revised product involvement inventory (RPII)",2017,"Indian Journal of Marketing",47,"2",,34,46,,1,10.17010/ijom/2017/v47/i2/110026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012225060&partnerID=40&md5=26395c6fefd33f97cd528496e80b5950",Article,Final,,Scopus,2-s2.0-85012225060
"Behl, D.D., Blaiser, K., Cook, G., Barrett, T., Callow-Heusser, C., Brooks, B.M., Dawson, P., Quigley, S., White, K.R.","6602926058; 49361087600; 8112202100; 57190305432; 55178559800; 57194058746; 57194056325; 57194057691; 7402810353","A multisite study evaluating the benefits of early intervention via telepractice",2017,"Infants and Young Children",30,"2",,147,161,,4,10.1097/IYC.0000000000000090,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018514869&partnerID=40&md5=2f12990f2ad1878e78f133dd45440456",Article,Final,,Scopus,2-s2.0-85018514869
"Slayton, S., Morris, P., Brinkley, J.","26027618600; 57193761439; 57207547923","Pressure Mapping of a Standard Hospital Recliner and Select Cushions with Healthy Adults: A Comparative Study",2017,"Journal of Wound, Ostomy and Continence Nursing",44,"3",,228,235,,,10.1097/WON.0000000000000300,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016421994&partnerID=40&md5=b51efd4195799e290fba464b49e6716c",Article,Final,,Scopus,2-s2.0-85016421994
"Amjadian, M., Bahrami, E.H., Rostami, R., Vahedi, S.","56175586500; 57194619429; 23394077100; 57194622719","The effectiveness of Islamic religion therapy and breathing and HRV biofeedback therapy on increasing HRV and decreasing depression among CABG patients",2017,"Scientific Journal of Kurdistan University of Medical Sciences",22,"2",,1,11,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021257958&partnerID=40&md5=bc3e464d9b79e133e646151fcfde07ba",Article,Final,,Scopus,2-s2.0-85021257958
"Brito, R., Gelabert, R., del Ángel, L.E.A., Alderete, Á., Guevara, E.","7005511475; 6603951941; 57189329129; 55929407300; 56251190700","Diel variation in the catch of the shrimp Farfantepenaeus duorarum (Decapoda, Penaeidae) and length-weight relationship, in a nursery area of the Terminos Lagoon, Mexico | Variación diaria en la captura del camarón Farfantepenaeus duorarum (Decapoda: Penaeidae) y relaciones largo peso en un área de cría de la Laguna de Términos, México",2017,"Revista de Biologia Tropical",65,"1",,65,75,,,10.15517/rbt.v65i1.24087,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019069248&partnerID=40&md5=c2a0eeadf4a1be9bc11ae043a665628f",Article,Final,Open Access,Scopus,2-s2.0-85019069248
"Gonzalez, A.M., Sell, K.M., Ghigiarelli, J.J., Kelly, C.F., Shone, E.W., Accetta, M.R., Baum, J.B., Mangine, G.T.","55455324100; 35618246300; 11140686000; 57193777418; 57193766675; 57193777723; 57193773438; 14619487700","Effects of phosphatidic acid supplementation on muscle thickness and strength in resistance-trained men",2017,"Applied Physiology, Nutrition and Metabolism",42,"4",,443,448,,3,10.1139/apnm-2016-0564,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016462809&partnerID=40&md5=3a530bcb9abba1e310fa336a6cddc533",Article,Final,,Scopus,2-s2.0-85016462809
"Ribeiro, D.C., Milosavljevic, S., Abbott, J.H.","23986392500; 7006371744; 9845732000","Effectiveness of a lumbopelvic monitor and feedback device to change postural behaviour: A protocol for the ELF cluster randomised controlled trial",2017,"BMJ Open",7,"1", e015568,,,,3,10.1136/bmjopen-2016-015568,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009250597&partnerID=40&md5=1ab7f7032855d0eca7753991add1baf4",Article,Final,Open Access,Scopus,2-s2.0-85009250597
"Li, C., Chen, X., Tang, Y., Li, L.","8583249500; 56547823400; 35323178300; 56318879900","Selection of optimum parameters in multi-pass face milling for maximum energy efficiency and minimum production cost",2017,"Journal of Cleaner Production",140,"",,1805,1818,,44,10.1016/j.jclepro.2016.07.086,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994627428&partnerID=40&md5=21540d25c4a7ce598c77e6622d9cee5c",Article,Final,,Scopus,2-s2.0-84994627428
"Novo-Corti, I., López-Arranz, A., González-Laxe, F., Picatoste, J.","55203530000; 57151499500; 8649211100; 57204966728","Wellbeing at work: Self perception of workers from a gender perspective",2017,"Economic Computation and Economic Cybernetics Studies and Research",51,"3",,161,177,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85043465251&partnerID=40&md5=6c1337994f6ac6a3c378fcd7d594a21d",Article,Final,,Scopus,2-s2.0-85043465251
"Van Tuan, P., Duc, H., Thong, V.H.","13609747600; 57200128758; 57200134871","The effects of benefit cognition to food supplements buying intention of Vietnamese consumer, under the influence from government management activities",2017,"International Journal of Applied Business and Economic Research",15,"24",,213,226,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039867045&partnerID=40&md5=1bf8b906494a6717808d5fe6df18c28c",Article,Final,,Scopus,2-s2.0-85039867045
"Pick, A.M., Begley, K.J., Augustine, S.","14034590400; 36978335400; 7004550709","Changes in teaching strategies to accommodate a new generation of learner: A case study",2017,"Pharmacy Education",17,"1",,95,99,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016644247&partnerID=40&md5=b379e9552758d069086870b608ed7574",Article,Final,,Scopus,2-s2.0-85016644247
"László, M.D., István, K., Szilvia, S., Csaba, A.","55966881900; 55953169700; 57200182450; 57209668837","Factors influencing anisocytosis among inpatients with chronic kidney disease | Az anisocitosis mértékét befolyásoló tényezôk vizsgálata vesebetegek körében",2017,"Lege Artis Medicinae",27,"10-12",,427,438,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040040814&partnerID=40&md5=d3d176a400e59348e00979394310dcde",Article,Final,,Scopus,2-s2.0-85040040814
"Sestelo, M., Villanueva, N.M., Meira-Machado, L., Roca-Pardiñas, J.","54403730900; 54404044400; 16200435000; 55959854700","Npregfast: An R package for nonparametric estimation and inference in life sciences",2017,"Journal of Statistical Software",82,"12",,1,27,,2,10.18637/jss.v082.i12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046796296&partnerID=40&md5=2814ef3438f9e1fe4feae1bf32a68891",Article,Final,Open Access,Scopus,2-s2.0-85046796296
"Ferreira, J.P., Cruz, M.H., Salgueiro, T.F., Fox, K.R.","21739277700; 57200801003; 57200800521; 24539320200","Psychometric properties of the physical self-perception profile: Short clinical version in geriatric populations",2017,"European Journal of Adapted Physical Activity",10,"2",,3,13,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042417470&partnerID=40&md5=d04c9a211e553026bd54398d2761d61a",Article,Final,,Scopus,2-s2.0-85042417470
"Pozzi, M., Conti, V., Locatelli, F., Galbiati, S., Radice, S., Clementi, E., Strazzer, S.","56386920400; 23089969400; 7202821573; 36896742100; 7004471223; 7101959716; 6602611240","Paroxysmal sympathetic hyperactivity in pediatric rehabilitation: Pathological features and scheduled pharmacological therapies",2017,"Journal of Head Trauma Rehabilitation",32,"2",,117,124,,3,10.1097/HTR.0000000000000255,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84986182702&partnerID=40&md5=e6222ef47dfbc520d2ffed8b31807a4c",Article,Final,,Scopus,2-s2.0-84986182702
"Ma, L.","24341899200","Recursive partitioning and multi-scale modeling on conditional densities",2017,"Electronic Journal of Statistics",11,"1",,1297,1325,,1,10.1214/17-EJS1254,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018523547&partnerID=40&md5=bae655b69549ebbe8c517e96f7039df8",Article,Final,Open Access,Scopus,2-s2.0-85018523547
"Culpepper, D., Killion, L.","57202004609; 22635167400","Effects of exercise on risk-taking",2017,"Physical Activity Review",5,"",,1,5,,1,10.16926/par.2017.05.01,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046791636&partnerID=40&md5=863e13219c3ec6238b1afa71c428aa0e",Article,Final,,Scopus,2-s2.0-85046791636
"Moutopoulos, D.K., Dimitriou, N., Nystas, T., Koutsikopoulos, C.","6507317714; 57200179674; 57200179442; 35612385100","Length–girth relations of fishes from a mediterranean lagoon system",2017,"Acta Ichthyologica et Piscatoria",47,"4",,397,400,,,10.3750/AIEP/02248,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040059963&partnerID=40&md5=08c961fee46288b4bab20e61470b094a",Article,Final,Open Access,Scopus,2-s2.0-85040059963
"Sousa, N., Mendes, R., Silva, A., Oliveira, J.","11241929300; 42861997800; 57191576193; 55613995200","Combined exercise is more effective than aerobic exercise in the improvement of fall risk factors: A randomized controlled trial in community-dwelling older men",2017,"Clinical Rehabilitation",31,"4",,478,486,,5,10.1177/0269215516655857,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031713279&partnerID=40&md5=b7f65e3911d35a1c9c17d0b467fbc669",Article,Final,,Scopus,2-s2.0-85031713279
"Jenaabadi, H., Pilechi, L., Salmabadi, M., Rad, A.T.","56922331800; 57194274098; 57189263727; 57194268252","Effectiveness of training mindfulness skills in professional stress and psychological well-being of female teachers",2017,"Iran Occupational Health",13,"6",,58,69,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019564928&partnerID=40&md5=e60a2c92353c6064920cf3da1ad9e640",Article,Final,,Scopus,2-s2.0-85019564928
"Venturella, R., Lico, D., Borelli, M., Imbrogno, M.G., Cevenini, G., Zupi, E., Zullo, F., Morelli, M.","35312682200; 55326870300; 7004207098; 57191514073; 7003271805; 7003554321; 7005947785; 17135782700","3 to 5 Years Later: Long-term Effects of Prophylactic Bilateral Salpingectomy on Ovarian Function",2017,"Journal of Minimally Invasive Gynecology",24,"1",,145,150,,19,10.1016/j.jmig.2016.08.833,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991215227&partnerID=40&md5=318a3f4e90eff4b676250dee87c510c7",Article,Final,,Scopus,2-s2.0-84991215227
"Fu, H., Liu, X.","55928080400; 56413094600","A study on the impact of environmental education on individuals' behaviors concerning recycled water reuse",2017,"Eurasia Journal of Mathematics, Science and Technology Education",13,"10",,6715,6724,,46,10.12973/ejmste/78192,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031747693&partnerID=40&md5=14eea58d7f05c9ba761066e943c02882",Article,Final,Open Access,Scopus,2-s2.0-85031747693
"Pissinin, L.Z., Schneider, P.R.","24472009100; 23009713600","Dominant height growth trends of two Eucalyptus saligna smith clones implanted on different soil conditions | tendências de crescimento em altura dominante de dois clones de Eucalyptus saligna Smith implantados em distintas condições de solo",2017,"Ciencia Florestal",27,"1",,263,275,,,10.5902/1980509826465,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016718003&partnerID=40&md5=cda004d60ced08f66fe009a91bd34533",Article,Final,Open Access,Scopus,2-s2.0-85016718003
"Barth, A.E., Elleman, A.","23977753300; 8280657500","Evaluating the impact of a multistrategy inference intervention for middle-grade struggling readers",2017,"Language, Speech, and Hearing Services in Schools",48,"1",,31,41,,4,10.1044/2016_LSHSS-16-0041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011032061&partnerID=40&md5=ddc65fd3c4aea7e0a222be6b25cd6e3c",Article,Final,,Scopus,2-s2.0-85011032061
"Fehlings, M.G., Santaguida, C., Tetreault, L., Arnold, P., Barbagallo, G., Defino, H., Kale, S., Zhou, Q., Yoon, T.S., Kopjar, B.","7005942578; 6507402537; 55581352300; 7202944018; 6603890048; 6701489326; 35464498800; 55722134000; 36907397400; 21643685700","Laminectomy and fusion versus laminoplasty for the treatment of degenerative cervical myelopathy: results from the AOSpine North America and International prospective multicenter studies",2017,"Spine Journal",17,"1",,102,108,,8,10.1016/j.spinee.2016.08.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994756582&partnerID=40&md5=966842d8faf3bd8c0868f5708518780e",Article,Final,,Scopus,2-s2.0-84994756582
"Eum, R.S., Brown, A.W., Watanabe, T.K., Zasler, N.D., Goldstein, R., Seel, R.T., Roth, E.J., Zafonte, R.D., Glenn, M.B.","56525188600; 7408342485; 55430742200; 7005598326; 7403010343; 6701589001; 7202767183; 7005063382; 56724427700","Risk Factors for Institutionalization after Traumatic Brain Injury Inpatient Rehabilitation",2017,"Journal of Head Trauma Rehabilitation",32,"3",,158,167,,6,10.1097/HTR.0000000000000246,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979713862&partnerID=40&md5=45161544c6811a9d16763476a9b49f10",Article,Final,,Scopus,2-s2.0-84979713862
"Grantham, J.J., Chapman, A.B., Blais, J., Czerwiec, F.S., Devuyst, O., Gansevoort, R.T., Higashihara, E., Krasa, H., Zhou, W., Ouyang, J., Perrone, R.D., Torres, V.E.","57208842045; 7201567844; 56723598500; 36741892900; 56994324400; 7004561961; 7006554897; 24344199000; 57191977660; 7102679257; 7005952854; 55553766300","Tolvaptan suppresses monocyte chemotactic protein-1 excretion in autosomal-dominant polycystic kidney disease",2017,"Nephrology Dialysis Transplantation",32,"6",,969,975,,5,10.1093/ndt/gfw060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85036623903&partnerID=40&md5=4cd52d8f1c9fd40d046d8f7a4e3f027c",Article,Final,Open Access,Scopus,2-s2.0-85036623903
