Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kandil, S., Işıksal-Bostan, M.","57204019387;56486115000;","Effect of inquiry-based instruction enriched with origami activities on achievement, and self-efficacy in geometry",2019,"International Journal of Mathematical Education in Science and Technology","50","4",,"557","576",,,"10.1080/0020739X.2018.1527407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054055998&doi=10.1080%2f0020739X.2018.1527407&partnerID=40&md5=762d26102df2aa3e926d05df76ed3ab6",Article,"Final",,Scopus,2-s2.0-85054055998
"Shimizu, I., Nakazawa, H., Sato, Y., Wolfhagen, I.H.A.P., Könings, K.D.","21934995200;57204454042;57208883246;6603097993;9746764700;","Does blended problem-based learning make Asian medical students active learners?: A prospective comparative study",2019,"BMC Medical Education","19","1", 147,"","",,,"10.1186/s12909-019-1575-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066054652&doi=10.1186%2fs12909-019-1575-1&partnerID=40&md5=4d7ac882b2e03b219989ed93cd3c4805",Article,"Final",Open Access,Scopus,2-s2.0-85066054652
"Kim, E.J., Lee, K.R.","56525660600;56502536400;","Effects of an examiner's positive and negative feedback on self-assessment of skill performance, emotional response, and self-efficacy in Korea: A quasi-experimental study",2019,"BMC Medical Education","19","1", 142,"","",,,"10.1186/s12909-019-1595-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065713262&doi=10.1186%2fs12909-019-1595-x&partnerID=40&md5=f384937f862cf6a835e7b6ce34153377",Article,"Final",Open Access,Scopus,2-s2.0-85065713262
"Redshaw, M., Martin, C.R., Savage-Mcglynn, E., Harrison, S.","7004294461;8392210300;45161553100;36089801400;","Women's experiences of maternity care in England: Preliminary development of a standard measure",2019,"BMC Pregnancy and Childbirth","19","1", 167,"","",,,"10.1186/s12884-019-2284-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065712364&doi=10.1186%2fs12884-019-2284-9&partnerID=40&md5=e7ee4ce73eff14f8d4c6249516b962d5",Article,"Final",Open Access,Scopus,2-s2.0-85065712364
"Gwin, J.A., Karl, J.P., Lutz, L.J., Gaffney-Stomberg, E., McClung, J.P., Pasiakos, S.M.","57189488870;26534474100;55038404700;26641828900;55987344500;23670600500;","Higher protein density diets are associated with greater diet quality and micronutrient intake in healthy young adults",2019,"Frontiers in Nutrition","6",, 59,"","",,1,"10.3389/fnut.2019.00059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067810534&doi=10.3389%2ffnut.2019.00059&partnerID=40&md5=10300ded0b1180a7c7f4dae18b617346",Article,"Final",Open Access,Scopus,2-s2.0-85067810534
"Mo, S., Chow, D.H.K.","57196009889;7103203940;","Differences in lower-limb coordination and coordination variability between novice and experienced runners during a prolonged treadmill run at anaerobic threshold speed",2019,"Journal of Sports Sciences","37","9",,"1021","1028",,,"10.1080/02640414.2018.1539294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056079148&doi=10.1080%2f02640414.2018.1539294&partnerID=40&md5=3aa21a191dfcce0aef13cb34502e0c01",Article,"Final",,Scopus,2-s2.0-85056079148
"Deemer, S.E., Davis, R.A.H., Gower, B.A., Koutnik, A.P., Poff, A.M., Dickinson, S.L., Allison, D.B., D'Agostino, D.P., Plaisance, E.P.","36008136700;57194770371;7006484928;55659152500;56003060900;35580658500;57209047313;18436502000;12782226000;","Concentration-dependent effects of a dietary ketone ester on components of energy balance in mice",2019,"Frontiers in Nutrition","6",, 56,"","",,,"10.3389/fnut.2019.00056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067815744&doi=10.3389%2ffnut.2019.00056&partnerID=40&md5=ecbd80a91cc79694bcb236c682beeefd",Article,"Final",Open Access,Scopus,2-s2.0-85067815744
"Lee, S.-H., Lee, J., Lee, Y.J., Kim, M.-R., Cho, J.H., Kim, K.-W., Ha, I.-H.","57203597757;55660924300;56673063900;55660889500;57202300541;55710560700;55660224800;","Effectiveness and cost-effectiveness of acupuncture with Doin therapy for chronic neck pain: A study protocol for a multicentre, randomised controlled clinical trial",2019,"BMJ Open","9","5", e026632,"","",,1,"10.1136/bmjopen-2018-026632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065706151&doi=10.1136%2fbmjopen-2018-026632&partnerID=40&md5=60b0d8366d9e431c3de9fff46efcef44",Article,"Final",,Scopus,2-s2.0-85065706151
"Çokal, D., Zimmerer, V., Turkington, D., Ferrier, N., Varley, R., Watson, S., Hinzen, W.","56087911500;42462737200;57206293992;19835080300;7005990265;7401463914;15050535300;","Disturbing the rhythm of thought: Speech pausing patterns in schizophrenia, with and without formal thought disorder",2019,"PLoS ONE","14","5", e0217404,"","",,,"10.1371/journal.pone.0217404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066424223&doi=10.1371%2fjournal.pone.0217404&partnerID=40&md5=c087c0bbef9011b6541a23ef40b35233",Article,"Final",Open Access,Scopus,2-s2.0-85066424223
"Hossain, Y., Hossain, A., Hossen, A., Rahman, A., Islam, A., Khatun, D., Nawer, F., Ohtomi, J.","36504135400;57209619342;56830358000;57207349299;57209771782;57193501808;56830557000;6603111834;","Temporal variations of sex ratio and growth pattern of critically endangered catfish clupisoma garua from the ganges river of north-western bangladesh",2019,"Indian Journal of Geo-Marine Sciences","48","5",,"647","653",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068724957&partnerID=40&md5=575c9b754666bbd05822bc1f77211cb8",Article,"Final",,Scopus,2-s2.0-85068724957
"Quanjel, T.C.C., Spreeuwenberg, M.D., Struijs, J.N., Baan, C.A., Ruwaard, D.","57195571777;16643726000;8084240400;7006625148;6602186413;","Substituting hospital-based outpatient cardiology care: The impact on quality, health and costs",2019,"PLoS ONE","14","5", e0217923,"","",,,"10.1371/journal.pone.0217923","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066603539&doi=10.1371%2fjournal.pone.0217923&partnerID=40&md5=375ee13552fa5ec3e4d2d6c858c1fdf2",Article,"Final",Open Access,Scopus,2-s2.0-85066603539
"Radin, R.M., Mason, A.E., Laudenslager, M.L., Epel, E.S.","56366022600;56241254600;7004737345;35416705700;","Maternal caregivers have confluence of altered cortisol, high reward-driven eating, and worse metabolic health",2019,"PLoS ONE","14","5", e0216541,"","",,,"10.1371/journal.pone.0216541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065759861&doi=10.1371%2fjournal.pone.0216541&partnerID=40&md5=a0cbd48ccfff2bf8e24aa75f6bccc3cd",Article,"Final",Open Access,Scopus,2-s2.0-85065759861
"Wiangkham, T., Duda, J., Sayeed Haque, M., Price, J., Rushton, A.","56829456300;7103238900;57189267546;57199421074;23005841300;","A cluster randomised, double-blind pilot and feasibility trial of an active behavioural physiotherapy intervention for acute whiplash-associated disorder (WAD)II",2019,"PLoS ONE","14","5", e0215803,"","",,,"10.1371/journal.pone.0215803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065660804&doi=10.1371%2fjournal.pone.0215803&partnerID=40&md5=c89bd721f3a881a700f2a14277ce2ff7",Article,"Final",Open Access,Scopus,2-s2.0-85065660804
"Najmudeen, T.M., Zacharia, P.U., Seetha, P.K., Sunil, K.T.S., Radhakrishnan, M., Akhildev, S., Sipson, A.","6506347553;6603339247;57190165420;57202733155;57201484914;57208759532;57208758352;","Length–weight relationships of three species of pelagic sharks from southeastern Arabian Sea",2019,"Regional Studies in Marine Science","29",, 100647,"","",,,"10.1016/j.rsma.2019.100647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065745042&doi=10.1016%2fj.rsma.2019.100647&partnerID=40&md5=7e711f0c94495a52fc0378cdd8ae616c",Article,"Final",,Scopus,2-s2.0-85065745042
"Choi, D., Han, T.-I.","57205740323;56363259400;","Green practices among fashion manufacturers: Relationship with cultural innovativeness and perceived benefits",2019,"Social Sciences","8","5", 138,"","",,,"10.3390/socsci8050138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067292652&doi=10.3390%2fsocsci8050138&partnerID=40&md5=2f52f1f27ea8e63fd71af44b38626299",Article,"Final",Open Access,Scopus,2-s2.0-85067292652
"Grotzinger, A.D., Rhemtulla, M., de Vlaming, R., Ritchie, S.J., Mallard, T.T., Hill, W.D., Ip, H.F., Marioni, R.E., McIntosh, A.M., Deary, I.J., Koellinger, P.D., Harden, K.P., Nivard, M.G., Tucker-Drob, E.M.","56708820700;7801554481;56780240000;57205535517;56996034800;57201686617;57203040291;24470564300;56208173500;57193752767;57193492893;16024557100;55200498200;19337958900;","Genomic structural equation modelling provides insights into the multivariate genetic architecture of complex traits",2019,"Nature Human Behaviour","3","5",,"513","525",,3,"10.1038/s41562-019-0566-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064015118&doi=10.1038%2fs41562-019-0566-x&partnerID=40&md5=cb41f6ba77f46ba4a6ee39a85f8124db",Article,"Final",,Scopus,2-s2.0-85064015118
"Karimli, L., Ssewamala, F.M., Neilands, T.B., Wells, C.R., Bermudez, L.G.","36343709100;6507718046;6602549476;57209917179;57190179695;","Poverty, economic strengthening, and mental health among AIDS orphaned children in Uganda: Mediation model in a randomized clinical trial",2019,"Social Science and Medicine","228",,,"17","24",,,"10.1016/j.socscimed.2019.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062638804&doi=10.1016%2fj.socscimed.2019.03.003&partnerID=40&md5=cde399046ef298e28dcdf5944fb499b4",Article,"Final",,Scopus,2-s2.0-85062638804
"Roos, J.M., Nielsen, F.","56338221400;7201827827;","Outrageous fortune or destiny? Family influences on status achievement in the early life course",2019,"Social Science Research","80",,,"30","50",,,"10.1016/j.ssresearch.2018.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062289999&doi=10.1016%2fj.ssresearch.2018.12.007&partnerID=40&md5=096f2c6f4435924249730840933f27cb",Article,"Final",,Scopus,2-s2.0-85062289999
"Leckie, T., Richardson, A., Watkins, E., Fitzpatrick, D., Galloway, R., Grimaldi, R., Roberts, A., Baker, P.","56891415500;55418762100;57192158819;57201325391;24175942200;57190130028;55828149969;55630730400;","High-sensitivity troponin T in marathon runners, marathon runners with heart disease and collapsed marathon runners",2019,"Scandinavian Journal of Medicine and Science in Sports","29","5",,"663","668",,,"10.1111/sms.13392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061789611&doi=10.1111%2fsms.13392&partnerID=40&md5=c9baf2204f31e610d86cee9b1f5591ae",Article,"Final",,Scopus,2-s2.0-85061789611
"Gibbons, R.E., Raker, J.R.","57194192924;36459010200;","Self-beliefs in organic chemistry: Evaluation of a reciprocal causation, cross-lagged model",2019,"Journal of Research in Science Teaching","56","5",,"598","618",,,"10.1002/tea.21515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054325708&doi=10.1002%2ftea.21515&partnerID=40&md5=23dd325dc1b70dad34704efe781b202b",Article,"Final",,Scopus,2-s2.0-85054325708
"Dautel, A., Eckert, T., Gross, M., Hauer, K., Schaüfele, M., Lacroix, A., Hendlmeier, I., Abel, B., Pomiersky, R., Gugenhan, J., Büchele, G., Reber, K.C., Becker, C., Pfeiffer, K.","57208568478;57195621909;57208567796;7005208898;7004078554;55418789900;16232994800;57208569745;57208570138;57208569181;21739028400;56530440800;7402823061;25926055800;","Multifactorial intervention for hip and pelvic fracture patients with mild to moderate cognitive impairment: Study protocol of a dual-centre randomised controlled trial (OF-CARE)",2019,"BMC Geriatrics","19","1", 125,"","",,,"10.1186/s12877-019-1133-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065121299&doi=10.1186%2fs12877-019-1133-z&partnerID=40&md5=c35610adfbc9989337c5cd2d51fea037",Article,"Final",Open Access,Scopus,2-s2.0-85065121299
"Holm, S., Javoiš, J., Molleman, F., Davis, R.B., Õunap, E., Roininen, H., Tammaru, T.","57200893748;55986729200;56054198000;55482685100;11239143600;7004638380;7004367748;","No Indication of High Host-Plant Specificity in Afrotropical Geometrid Moths",2019,"Journal of Insect Science","19","3", iez028,"","",,1,"10.1093/jisesa/iez028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065494434&doi=10.1093%2fjisesa%2fiez028&partnerID=40&md5=231b75a3ce8b19f19dfe755b37c95ae4",Article,"Final",Open Access,Scopus,2-s2.0-85065494434
"Chen, Y.-J., Huang, Y.-Z., Chen, C.-Y., Chen, C.-L., Chen, H.-C., Wu, C.-Y., Lin, K.-C., Chang, T.-L.","57208622723;7501574789;35763529300;56486246100;7501624682;56009466800;7403967361;57201420363;","Intermittent theta burst stimulation enhances upper limb motor function in patients with chronic stroke: A pilot randomized controlled trial",2019,"BMC Neurology","19","1", 69,"","",,,"10.1186/s12883-019-1302-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065322612&doi=10.1186%2fs12883-019-1302-x&partnerID=40&md5=db212370d008f30c34129bc495bdb04d",Article,"Final",Open Access,Scopus,2-s2.0-85065322612
"Luo, Z.Q., Zhang, Y., Tang, L., Liu, Y.H.","57205163547;57203831744;57191405002;56825316300;","Clinical evaluation of the effect of reducing tooth sensitivity caused by in office bleaching using dentifrices",2019,"Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences","51","2",,"340","344",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065082753&partnerID=40&md5=fc363130399d7a43c8dd168a4cf575db",Article,"Final",,Scopus,2-s2.0-85065082753
"Mrazik, M., Naidu, D., Borza, C., Kobitowich, T., Shergill, S.","6506000739;54416190900;57195239563;57206658683;55830302800;","King Devick computerized neurocognitive test scores in professional football players with learning and attentional disabilities",2019,"Journal of the Neurological Sciences","399",,,"140","143",,,"10.1016/j.jns.2019.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061785826&doi=10.1016%2fj.jns.2019.02.020&partnerID=40&md5=e73a365b62f750b24425fd84ba14dd6d",Article,"Final",,Scopus,2-s2.0-85061785826
"Chen, H.-T., Wang, H.-H., Lu, Y.-Y., Hong, Z.-R.","55212015200;52365401200;57125124900;7201414344;","Bridging the Gender Gap of Children’s Engagement in Learning Science and Argumentation Through a Modified Argument-Driven Inquiry",2019,"International Journal of Science and Mathematics Education","17","4",,"635","655",,,"10.1007/s10763-018-9896-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046805887&doi=10.1007%2fs10763-018-9896-9&partnerID=40&md5=208b3ff4d0ff8383ebbe9ab394c4052b",Article,"Final",,Scopus,2-s2.0-85046805887
"Holler, P., Jaunig, J., Amort, F.-M., Tuttner, S., Hofer-Fischanger, K., Wallner, D., Simi, H., Müller, A., Van Poppel, M.N.M., Moser, O.","57204195652;57203409230;57208244557;57208246367;57208248405;56078358300;56251872200;57208558266;57204812622;56495169100;","Holistic physical exercise training improves physical literacy among physically inactive adults: A pilot intervention study",2019,"BMC Public Health","19","1", 393,"","",,,"10.1186/s12889-019-6719-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064224569&doi=10.1186%2fs12889-019-6719-z&partnerID=40&md5=afb659023a1ed018e025a9cbf98719bb",Article,"Final",Open Access,Scopus,2-s2.0-85064224569
"He, H., Pan, L., Du, J., Liu, F., Jin, Y., Ma, J., Wang, L., Jia, P., Hu, Z., Shan, G.","55227484300;36191939800;57208608248;57208807199;57208518807;57208537559;57208242437;57208248414;57208640317;7005942365;","Muscle fitness and its association with body mass index in children and adolescents aged 7-18 years in China: A cross-sectional study",2019,"BMC Pediatrics","19","1", 101,"","",,,"10.1186/s12887-019-1477-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064198874&doi=10.1186%2fs12887-019-1477-8&partnerID=40&md5=855d33ff649048ba23ed58f16d376f98",Article,"Final",Open Access,Scopus,2-s2.0-85064198874
"Cubas, J., Irl, S.D.H., Villafuerte, R., Bello-Rodríguez, V., Rodríguez-Luengo, J.L., Del Arco, M., Martín-Esquivel, J.L., González-Mancebo, J.M.","57196054887;55025137000;7003983070;57190661059;6507809141;7004296180;57196056271;6603377670;","Endemic plant species are more palatable to introduced herbivores than non-endemics",2019,"Proceedings of the Royal Society B: Biological Sciences","286","1900", 20190136,"","",,1,"10.1098/rspb.2019.0136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064189146&doi=10.1098%2frspb.2019.0136&partnerID=40&md5=deb012ecb84e84c6afaafab822651bfe",Article,"Final",,Scopus,2-s2.0-85064189146
"Sariban, S., Yusoff, S.S.M., Shaaban, J., Noor, N.M., Yusoff, H.M.","57208225330;56816649500;57194496901;57196849703;56495013300;","Effect of second hand smoke on arterial stiffness among healthy women",2019,"Bangladesh Journal of Medical Science","18","2",,"340","346",,,"10.3329/bjms.v18i2.40706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064163859&doi=10.3329%2fbjms.v18i2.40706&partnerID=40&md5=550cf359360c31b64f69df113aaa5969",Article,"Final",Open Access,Scopus,2-s2.0-85064163859
"Bargrizan, M., Fekrazad, R., Goudarzi, N., Goudarzi, N.","55202293700;22952665700;57204359037;57204359036;","Effects of antibacterial photodynamic therapy on salivary mutans streptococci in 5- to 6-year-olds with severe early childhood caries",2019,"Lasers in Medical Science","34","3",,"433","440",,1,"10.1007/s10103-018-2650-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055257577&doi=10.1007%2fs10103-018-2650-2&partnerID=40&md5=e5316174a9d384ebed1cc48fc27dc34d",Article,"Final",,Scopus,2-s2.0-85055257577
"Porter, C.M., Wechsler, A.M., Naschold, F., Hime, S.J., Fox, L.","55440283400;57208150351;22948105500;57208143921;57193384325;","Assessing health impacts of home food gardens with Wind River Indian Reservation families: Protocol for a randomised controlled trial",2019,"BMJ Open","9","4", e022731,"","",,,"10.1136/bmjopen-2018-022731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063959578&doi=10.1136%2fbmjopen-2018-022731&partnerID=40&md5=b47cfff5515c17bb8efd0dfb11399df1",Article,"Final",Open Access,Scopus,2-s2.0-85063959578
